id,url,title,duration,timestamp,tabs,thumbnail
GGhqHR8rfz4,https://www.youtube.com/watch?v=GGhqHR8rfz4,"""La Gran Depuración: Autos Chinos, Aranceles y la Verdad que Nadie Dice"" Una plática sin censura.",1326.0,,videos,https://i.ytimg.com/vi/GGhqHR8rfz4/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhTIFgoZTAP&rs=AOn4CLC_sFZNDHZCCPYLFE-2_K0HY-SVog
-ie-mTjGZjI,https://www.youtube.com/watch?v=-ie-mTjGZjI,"""La herramienta que hubiera querido tener hace años para comparar coches""",559.0,,videos,https://i.ytimg.com/vi/-ie-mTjGZjI/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARh_IBQoPzAP&rs=AOn4CLDc2-5qfR2wzcwQW58KvOebSR4IZQ
WbyhjkwsZgo,https://www.youtube.com/watch?v=WbyhjkwsZgo,Los 5 autos mas vendidos en méxico este año por que?,973.0,,videos,https://i.ytimg.com/vi/WbyhjkwsZgo/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhlIGUoZTAP&rs=AOn4CLD5R2mAoCHKaiBURcZZPBiGDKMipA
0EGCKnwycKQ,https://www.youtube.com/watch?v=0EGCKnwycKQ,¡Alerta! Subida INMINENTE de Precios de Autos por Escasez de Chips | S. Oliveira y E. Vargas,1672.0,,videos,https://i.ytimg.com/vi/0EGCKnwycKQ/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhlIGUoZTAP&rs=AOn4CLBlONCZBXwD-5msj8_4TfDGwaf3MA
G6sUoRt2wwg,https://www.youtube.com/watch?v=G6sUoRt2wwg,Cae el mas incredulo  de tixuz,586.0,,videos,https://i.ytimg.com/vi/G6sUoRt2wwg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCZ-KhGm6Q8GlGcYJc3mU6px7RXow
kx-36T_1uGM,https://www.youtube.com/watch?v=kx-36T_1uGM,COMO ESTAN LAS MARCAS ECONOMICAMENTE.,1281.0,,videos,https://i.ytimg.com/vi/kx-36T_1uGM/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhjIGMoYzAP&rs=AOn4CLDMCXLsOg8A7M7a7hzRqE587a_wFA
pdMZqhjiZcw,https://www.youtube.com/watch?v=pdMZqhjiZcw,¿Me lo compro o no? | Con Sergio Oliveira hablamos de Dodge y Cupra 🚗🔥,1870.0,,videos,https://i.ytimg.com/vi/pdMZqhjiZcw/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARguIGUoMjAP&rs=AOn4CLB2KXYCrJH4pYK5yVyZLdgMvGTuFg
pUIRcTcEK3I,https://www.youtube.com/watch?v=pUIRcTcEK3I,La confianza se mide en litros.... y aquí son completos.,78.0,,videos,https://i.ytimg.com/vi/pUIRcTcEK3I/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgaAAuADigIMCAAQARh_IC4oTjAP&rs=AOn4CLCiJOBa8FNxtQN5fOZ3ITpYlFrUrg
cNTOMfKZRjw,https://www.youtube.com/watch?v=cNTOMfKZRjw,"""Gasolina en México: ¿Litros de a Litro o Estafa?",1454.0,,videos,https://i.ytimg.com/vi/cNTOMfKZRjw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDMSZajZVmvksbPtARi5ddMxs00oA
F-A1N41Axag,https://www.youtube.com/watch?v=F-A1N41Axag,Spark EV vs BYD Dolphin: la batalla de los eléctricos urbanos que debes conocer,206.0,,videos,https://i.ytimg.com/vi/F-A1N41Axag/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARhXIGEoZTAP&rs=AOn4CLDY28slMJqVtD4DHAfdlJ3NTysLtw
XIYwPHhZHDg,https://www.youtube.com/watch?v=XIYwPHhZHDg,¿Me lo compro o no? 🚗 nueva  Temporada 1 Episodio 1 con Sergio Oliveira y Eduardo Vargas,3252.0,,videos,https://i.ytimg.com/vi/XIYwPHhZHDg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB306cpQos2yCbx0KWsGyno0q9u7A
Tc5OoejQfOw,https://www.youtube.com/watch?v=Tc5OoejQfOw,Gato Tradear Criptos con Libertex,9.0,,videos,https://i.ytimg.com/vi/Tc5OoejQfOw/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARh_ID8oKTAP&rs=AOn4CLDkXPYOwLdDo_yRCiraPmG-0mMImw
rJXbPFvrrlI,https://www.youtube.com/watch?v=rJXbPFvrrlI,"""Revisiones GRATIS que nadie aprovecha – ¡Deja de perder dinero!""",1554.0,,videos,https://i.ytimg.com/vi/rJXbPFvrrlI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBPr6jEZmFpkUFkCK3ObvFeGg0vaw
ob3gVRpj-uo,https://www.youtube.com/watch?v=ob3gVRpj-uo,El Fin del Juego para las Marcas Tradicionales: Así es como China Ganó la Guerra,1863.0,,videos,https://i.ytimg.com/vi/ob3gVRpj-uo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCUoih0ip7Un96xjAWAiosg5HdCZQ
GsiGKSdo2iM,https://www.youtube.com/watch?v=GsiGKSdo2iM,Video de Superhéroe TixuzMan,8.0,,videos,https://i.ytimg.com/vi/GsiGKSdo2iM/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhQIGEoZTAP&rs=AOn4CLAFbdunV6joRYT-or4WIsZ8ykYJcw
PttuYeqLOgM,https://www.youtube.com/watch?v=PttuYeqLOgM,tixuz man,8.0,,videos,https://i.ytimg.com/vi/PttuYeqLOgM/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhCIFgoZTAP&rs=AOn4CLAcyyQXO3dvqAScRl0c9hEbKUYgKA
cAQZZKiK8GY,https://www.youtube.com/watch?v=cAQZZKiK8GY,Las JMC telitoly... o como dicen Jodida Mi Camioneta 😂 ford nacidos chinos,8.0,,videos,https://i.ytimg.com/vi/cAQZZKiK8GY/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhlIGUoZTAP&rs=AOn4CLClXZmleH_Dupks-wnLBqldSGuV1w
951KEcsHlRs,https://www.youtube.com/watch?v=951KEcsHlRs,Lo bueno de tener un coche chino,8.0,,videos,https://i.ytimg.com/vi/951KEcsHlRs/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARh_IDUoEzAP&rs=AOn4CLDPzD11E8c0tpLjJPqO34ArEemj9Q
DIhNDdGGjNc,https://www.youtube.com/watch?v=DIhNDdGGjNc,Video de Autos Chino vs Japonés,9.0,,videos,https://i.ytimg.com/vi/DIhNDdGGjNc/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhQIF8oZTAP&rs=AOn4CLAMVPEJvuALDtoHIl96nrdIRKVpBw
Jkw8gvDFhtI,https://www.youtube.com/watch?v=Jkw8gvDFhtI,No no compraste la versión asiática todos son de china,9.0,,videos,https://i.ytimg.com/vi/Jkw8gvDFhtI/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhlIEgoPzAP&rs=AOn4CLC85Pa-ex7uNWqz1VeDWpNgupXSQQ
D-tvOpAULIw,https://www.youtube.com/watch?v=D-tvOpAULIw,Y la agencia de autos?,9.0,,videos,https://i.ytimg.com/vi/D-tvOpAULIw/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhAIGEoZTAP&rs=AOn4CLBCBBnIJNeU1fFrBrA4y9htrLBqPg
eUhC6MkcFes,https://www.youtube.com/watch?v=eUhC6MkcFes,Dejo de hacer videos…,238.0,,videos,https://i.ytimg.com/vi/eUhC6MkcFes/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhyIFooPTAP&rs=AOn4CLAM6a0VRgPc5dochSlCU_hC4-PrrA
JEZxF03AqLU,https://www.youtube.com/watch?v=JEZxF03AqLU,tixuz autos con sergio oliveira y eduardo vargas,2167.0,,videos,https://i.ytimg.com/vi/JEZxF03AqLU/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhiIGIoYjAP&rs=AOn4CLBGaVdOSFLE6ZMFrbd-gIpTVm855g
S_Jco68hqzM,https://www.youtube.com/watch?v=S_Jco68hqzM,"""Los 5 Mejores Autos de Entrada para Comprar en México 2025: Análisis Completo con Pros y Contras""",619.0,,videos,https://i.ytimg.com/vi/S_Jco68hqzM/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhlIF4oPzAP&rs=AOn4CLDzFL2h3DjYs7uNJ6LVz8d6eO_csg
IUrYfUtUZmA,https://www.youtube.com/watch?v=IUrYfUtUZmA,"Me lo compro o no me lo compro nissan ,seat subaru,suzuki",3689.0,,videos,https://i.ytimg.com/vi/IUrYfUtUZmA/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhhIGEoYTAP&rs=AOn4CLBTfBA2WHqMqwxR8xnfh0HlKJWPlA
3ulgUZJYsaY,https://www.youtube.com/watch?v=3ulgUZJYsaY,"me lo compro o no me lo compro mini,mitsubishi,nissan,omoda.",3972.0,,videos,https://i.ytimg.com/vi/3ulgUZJYsaY/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARgpIGAocjAP&rs=AOn4CLC-If2BsQ4I4ULoRf8OycJhR4AhaA
2tr5BIOGzQg,https://www.youtube.com/watch?v=2tr5BIOGzQg,"""¿Me lo compro o no? 🚗 Mazda, McLaren, Mercedes y MG con Sergio Oliveira y Lalo""",4908.0,,videos,https://i.ytimg.com/vi/2tr5BIOGzQg/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARgrIGUoKzAP&rs=AOn4CLCB-RbYaSDn0LwxhmEwx8FznIN3Dw
xiUQqZuXvDU,https://www.youtube.com/watch?v=xiUQqZuXvDU,platica con felipe mendoza atfx,532.0,,videos,https://i.ytimg.com/vi/xiUQqZuXvDU/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhLIFIoZTAP&rs=AOn4CLD8urUcM7gGmkMvpU2MpH0zw2fQBQ
zf5tXuHbsjU,https://www.youtube.com/watch?v=zf5tXuHbsjU,"""¡Protege tu auto! Las autopartes más robadas en 2024""",668.0,,videos,https://i.ytimg.com/vi/zf5tXuHbsjU/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhCIFYocjAP&rs=AOn4CLDBaIeJ4W2o_qEGghVY6U-4fgLFoA
cgsrn0nuj8E,https://www.youtube.com/watch?v=cgsrn0nuj8E,"""ATFX: Tu Aliado Estratégico en el Mundo del Trading""",588.0,,videos,https://i.ytimg.com/vi/cgsrn0nuj8E/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARguIEkofzAP&rs=AOn4CLBUxmCV5fHKGZovt13Waw6ythkCRQ
V5sZhTMURTE,https://www.youtube.com/watch?v=V5sZhTMURTE,"""¿Por qué son tan caros los autos en México? + Nostalgia 70s: Los autos que marcaron una época""",3828.0,,videos,https://i.ytimg.com/vi/V5sZhTMURTE/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhbIFsoWzAP&rs=AOn4CLD6Ge1TZsfRPkK116EFHgAU_HcwrA
lAK3yoiy4Sg,https://www.youtube.com/watch?v=lAK3yoiy4Sg,lalo y la @AIChavorrucos,836.0,,videos,https://i.ytimg.com/vi/lAK3yoiy4Sg/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhyIEgoLjAP&rs=AOn4CLAxu13gALmsXBFbpe-JLqPtRnIKFg
Shm2hTYmLfg,https://www.youtube.com/watch?v=Shm2hTYmLfg,una idea tonta,27.0,,videos,https://i.ytimg.com/vi/Shm2hTYmLfg/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBvgSAAuADigIMCAAQARhyIFAoQjAP&rs=AOn4CLAfUCuq0X027qjF_SqEqYFKfKosQQ
dSAwqBNtfbw,https://www.youtube.com/watch?v=dSAwqBNtfbw,Es hora de hacer dinero,211.0,,videos,https://i.ytimg.com/vi/dSAwqBNtfbw/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhjIGMoYzAP&rs=AOn4CLCSgEUFZH2xXPL7jYPgPVjJGFy_VQ
PpY9Mgi4dQI,https://www.youtube.com/watch?v=PpY9Mgi4dQI,evento,51.0,,videos,https://i.ytimg.com/vi/PpY9Mgi4dQI/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAqADigIMCAAQARhlIFsoWjAP&rs=AOn4CLArko7CO5QrVq_GEUGeezW3mPFF_A
1FMVWKIwJgs,https://www.youtube.com/watch?v=1FMVWKIwJgs,super evento,51.0,,videos,https://i.ytimg.com/vi/1FMVWKIwJgs/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAqADigIMCAAQARhlIFsoWjAP&rs=AOn4CLAwZoODrT1QtUFC2mb-xv-pHXZrYA
ouCmXI8PJIU,https://www.youtube.com/watch?v=ouCmXI8PJIU,el regreso de sergio oliveira a me lo compro o no me lo compro,3109.0,,videos,https://i.ytimg.com/vi/ouCmXI8PJIU/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhlIGMoVzAP&rs=AOn4CLDToFFpiqiT5opnXHazn6Q0rLpd9w
ylDhhFqMkrg,https://www.youtube.com/watch?v=ylDhhFqMkrg,tixuz la evolucion,605.0,,videos,https://i.ytimg.com/vi/ylDhhFqMkrg/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARheIF4oXjAP&rs=AOn4CLARAPla6oNkXcui-e2k4zpc8mO5vA
rFnYwJBp2B0,https://www.youtube.com/watch?v=rFnYwJBp2B0,El dólar barato y las marcas con sus precios carísimos,2978.0,,videos,https://i.ytimg.com/vi/rFnYwJBp2B0/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhkIGUoVTAP&rs=AOn4CLAahgyUvTi4qgJU1INyIoy2lpRJ4Q
bNz_JfqwcSo,https://www.youtube.com/watch?v=bNz_JfqwcSo,¿ Cuál contamina más?,734.0,,videos,https://i.ytimg.com/vi/bNz_JfqwcSo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCetV14nB0vyJKV3RtyHX6flnLg_Q
_UicFb_9jLU,https://www.youtube.com/watch?v=_UicFb_9jLU,LOS INVITO A CHAVORUCOS HOY A LAS 8 30,16.0,,videos,https://i.ytimg.com/vi/_UicFb_9jLU/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhlIFsoUTAP&rs=AOn4CLDgetbmtnJlB7wEWHNOWrKiP9c8hg
7OkJGJGfI2M,https://www.youtube.com/watch?v=7OkJGJGfI2M,moneta markets lo mas nuevo,1396.0,,videos,https://i.ytimg.com/vi/7OkJGJGfI2M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD5ikM3oNrmgAn3rxBT1tTDeHZfTQ
cLTCoJ5ApEk,https://www.youtube.com/watch?v=cLTCoJ5ApEk,Los precios por las nubes y la invasion china.,2640.0,,videos,https://i.ytimg.com/vi/cLTCoJ5ApEk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDd09lu6EfKq0ulcUjZiJzEP6xa5A
bOj4KlBGYsc,https://www.youtube.com/watch?v=bOj4KlBGYsc,Youtubers mix live,29.0,,videos,https://i.ytimg.com/vi/bOj4KlBGYsc/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAsgFigIMCAAQARhyIFAoQDAP&rs=AOn4CLA5XVh-Qp2Hmvz2y0mTsiNh7gtLTQ
qbySatEe4m0,https://www.youtube.com/watch?v=qbySatEe4m0,El por que yogui ya no saldrá en tixuz🤨🔇,112.0,,videos,https://i.ytimg.com/vi/qbySatEe4m0/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBiAKAAuADigIMCAAQARhlIFgoSTAP&rs=AOn4CLC113CGx3fl6lLQRF_RqaVIEKzO0g
iG1lOwAJ1Gs,https://www.youtube.com/watch?v=iG1lOwAJ1Gs,los fantasmas llegaron a tesla?,2443.0,,videos,https://i.ytimg.com/vi/iG1lOwAJ1Gs/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAqIFigIMCAAQARhlIFUoSTAP&rs=AOn4CLBmAWNqpuKXcSizueDc06yQvu-Hcg
DedFrJzgs-0,https://www.youtube.com/watch?v=DedFrJzgs-0,"""Desglosando Costos: La Verdad detrás de las Tarifas de Agencias""",2464.0,,videos,https://i.ytimg.com/vi/DedFrJzgs-0/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAqIFigIMCAAQARhlIFgoRjAP&rs=AOn4CLATouKaj0QnmI5YQy_Zy31wCdiF3A
MO0i_FkX8VI,https://www.youtube.com/watch?v=MO0i_FkX8VI,"""De Baches a Tesoros: La Aventura de la Industria Automotriz en México"" activa los subtitulos",393.0,,videos,https://i.ytimg.com/vi/MO0i_FkX8VI/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhNIFYoZTAP&rs=AOn4CLAazZ21kyQ29ZBAuLoYj9q_iXR-rw
zGQ-m8-Wl9M,https://www.youtube.com/watch?v=zGQ-m8-Wl9M,"""Desfile de Autos para los de Bolsillo Modesto: ¿Cuál es el Menos Peor?""",384.0,,videos,https://i.ytimg.com/vi/zGQ-m8-Wl9M/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARgdIFMofzAP&rs=AOn4CLDuAXQPPeiGHSzmesg8VzEhXL7y8Q
KWy2aUjl7U0,https://www.youtube.com/watch?v=KWy2aUjl7U0,"""Autos Chinos en México: ¿Vale la pena el riesgo? ¡Descúbrelo aquí!""",622.0,,videos,https://i.ytimg.com/vi/KWy2aUjl7U0/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARhEIDAofzAP&rs=AOn4CLCmxfaI1GsMde70VYDoF5DHzH9pjw
_3NMxDo_jEA,https://www.youtube.com/watch?v=_3NMxDo_jEA,Los autos eléctricos son el futuro de la movilidad,431.0,,videos,https://i.ytimg.com/vi/_3NMxDo_jEA/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhUIGUoJTAP&rs=AOn4CLDi3dDVW4Ss-j02YDCrKx89UeY44Q
LuIJNAo79Nc,https://www.youtube.com/watch?v=LuIJNAo79Nc,Los autos del futuro segun ia y lalo,605.0,,videos,https://i.ytimg.com/vi/LuIJNAo79Nc/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAqIFigIMCAAQARhlIFsoWjAP&rs=AOn4CLBNmZktMPPH1PQQof3JggSij5tMRw
cbPQbItM-vM,https://www.youtube.com/watch?v=cbPQbItM-vM,tines que verlo,942.0,,videos,https://i.ytimg.com/vi/cbPQbItM-vM/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAq4FigIMCAAQARhlIFQoVDAP&rs=AOn4CLAQNVZA40nAQSCwuP3jsWUIlm6ozA
nEmrxyO0DCw,https://www.youtube.com/watch?v=nEmrxyO0DCw,EL PEOR AUTO DE MEXICO para comprar usado,285.0,,videos,https://i.ytimg.com/vi/nEmrxyO0DCw/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARgXIFYofzAP&rs=AOn4CLC0EctbjfZRCaPPCBXR4LA9KGdu1Q
